                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.37259,                0.83891,                0.35806,                0.90637,                0.91368,                0.85546,                0.91262,                0.79736,                0.94469,                0.84679,                0.89725,                0.79232,                0.67471,                 3.3041,                0.55746,                 1.0762,             3.8889e-05,             3.8889e-05,             3.8889e-05
                    104,                0.37362,                0.72859,                0.34878,                0.91917,                0.91278,                0.85619,                0.90491,                0.79283,                0.91278,                0.85619,                0.88707,                0.78367,                0.67363,                 3.3135,                0.54031,                 1.0801,             3.8104e-05,             3.8104e-05,             3.8104e-05
                    105,                0.36973,                0.67467,                0.35665,                0.91085,                0.86836,                 0.9064,                0.90611,                 0.7937,                0.91241,                 0.8574,                0.88779,                0.78345,                0.67477,                 3.3298,                0.54141,                  1.085,             3.7318e-05,             3.7318e-05,             3.7318e-05
                    106,                0.39267,                0.66932,                0.36025,                0.89853,                0.87665,                0.90749,                0.90791,                0.79297,                 0.9098,                0.85959,                0.89605,                0.79222,                 0.6765,                 3.3534,                0.55151,                 1.0918,             3.6533e-05,             3.6533e-05,             3.6533e-05
                    107,                0.44963,                 1.1271,                0.55765,                0.97628,                0.87531,                0.90833,                0.90913,                0.79343,                 0.9072,                0.86246,                 0.9019,                0.79318,                0.66888,                 3.3664,                 0.5434,                  1.087,             3.5748e-05,             3.5748e-05,             3.5748e-05
                    108,                0.38511,                0.67848,                0.34673,                0.92922,                0.89886,                0.88635,                0.90871,                0.79623,                0.90084,                0.88059,                0.89581,                 0.7763,                 0.6536,                 3.3231,                0.54521,                 1.0746,             3.4962e-05,             3.4962e-05,             3.4962e-05
                    109,                0.32926,                0.59507,                0.30455,                0.92259,                0.88293,                 0.9028,                0.90768,                0.78952,                0.90659,                0.86259,                0.89445,                0.77745,                0.63812,                 3.2292,                0.53479,                 1.0549,             3.4177e-05,             3.4177e-05,             3.4177e-05
                    110,                0.40348,                0.82208,                0.38392,                0.93486,                0.87615,                0.90809,                 0.9092,                0.78407,                0.90615,                0.86182,                0.89633,                0.78714,                0.63572,                 3.1711,                0.53696,                 1.0535,             3.3391e-05,             3.3391e-05,             3.3391e-05
                    111,                0.40522,                 0.6731,                0.38502,                0.97419,                0.87981,                0.90621,                0.90989,                0.80517,                0.90636,                0.85881,                 0.8972,                0.79673,                0.63564,                 3.1467,                0.52906,                 1.0637,             3.2606e-05,             3.2606e-05,             3.2606e-05
                    112,                0.37118,                0.92845,                0.35786,                0.90974,                0.88194,                0.90301,                0.92141,                0.82019,                0.88326,                 0.8825,                0.90033,                0.80763,                0.61965,                 2.9053,                0.54072,                 1.0082,             3.1821e-05,             3.1821e-05,             3.1821e-05
                    113,                 0.3783,                0.71042,                0.39931,                 0.9237,                0.88122,                0.89952,                0.92085,                0.82134,                0.89989,                0.89633,                0.92589,                0.81427,                0.61144,                 2.8204,                0.54713,                0.98452,             3.1035e-05,             3.1035e-05,             3.1035e-05
                    114,                0.36609,                0.72431,                0.33766,                0.90471,                0.87993,                0.90033,                0.92239,                0.82049,                 0.8813,                0.89593,                  0.907,                 0.8089,                0.57943,                 2.7395,                0.56191,                0.94778,              3.025e-05,              3.025e-05,              3.025e-05
                    115,                0.37903,                0.61893,                 0.3249,                0.91693,                0.88201,                0.89367,                0.92185,                0.81944,                0.88201,                0.89367,                0.90744,                0.81253,                0.57115,                 2.6897,                0.57043,                0.93578,             2.9464e-05,             2.9464e-05,             2.9464e-05
                    116,                0.42123,                0.82494,                 0.3909,                0.93248,                0.88732,                0.87968,                0.92138,                0.83747,                0.88732,                0.87968,                0.90367,                0.82119,                0.55812,                 2.6153,                0.57055,                  0.915,             2.8679e-05,             2.8679e-05,             2.8679e-05
                    117,                0.35314,                0.71455,                0.34352,                0.92716,                0.88729,                0.87955,                0.92095,                0.83845,                0.88729,                0.87955,                0.90379,                0.81656,                0.55209,                 2.6301,                0.57139,                0.91356,             2.7894e-05,             2.7894e-05,             2.7894e-05
                    118,                0.40981,                 1.1215,                0.42914,                0.90944,                0.88626,                0.88641,                0.92275,                 0.8371,                0.90287,                0.90297,                0.93053,                0.82131,                0.55256,                 2.6684,                 0.5663,                0.92048,             2.7108e-05,             2.7108e-05,             2.7108e-05
                    119,                0.39407,                0.82214,                0.44844,                0.91842,                0.90329,                0.88101,                0.92284,                 0.8376,                0.92546,                0.89722,                0.93147,                 0.8195,                0.55407,                 2.6836,                0.57006,                0.92667,             2.6323e-05,             2.6323e-05,             2.6323e-05
                    120,                0.38496,                0.72368,                0.33641,                 0.9354,                0.88499,                0.89173,                0.92356,                0.83197,                0.88499,                0.89173,                0.90616,                 0.8109,                 0.5647,                 2.7845,                0.57346,                0.94058,             2.5537e-05,             2.5537e-05,             2.5537e-05
                    121,                 0.4038,                0.62196,                0.33636,                0.93591,                0.88174,                0.87718,                0.92363,                0.83067,                0.88174,                0.87718,                0.90499,                0.80687,                0.57559,                 2.8082,                0.56863,                0.94995,             2.4752e-05,             2.4752e-05,             2.4752e-05
                    122,                0.40509,                0.70987,                0.35484,                0.93024,                 0.8982,                0.88937,                0.92517,                0.83117,                 0.8982,                0.88937,                0.90651,                0.79741,                0.57593,                 2.8418,                0.55005,                0.95625,             2.3967e-05,             2.3967e-05,             2.3967e-05
                    123,                0.39187,                0.59418,                0.35592,                0.92202,                0.90025,                0.87782,                0.92399,                0.83013,                0.90025,                0.87782,                0.90788,                0.79728,                 0.5833,                 2.8854,                0.54585,                0.96607,             2.3181e-05,             2.3181e-05,             2.3181e-05
                    124,                 0.4079,                0.95353,                0.36454,                0.95511,                 0.9003,                0.87928,                0.92407,                 0.8256,                 0.9003,                0.87928,                0.90782,                  0.799,                0.60793,                 2.9143,                0.54581,                 0.9891,             2.2396e-05,             2.2396e-05,             2.2396e-05
                    125,                0.37884,                0.74566,                0.36136,                0.91192,                0.90016,                0.87959,                0.92394,                0.83291,                0.90016,                0.87959,                 0.9074,                0.79891,                0.62125,                 2.9341,                0.54796,                 1.0022,              2.161e-05,              2.161e-05,              2.161e-05
                    126,                 0.4192,                0.80728,                0.36422,                0.94547,                0.90051,                0.88124,                0.92422,                0.83292,                0.90051,                0.88124,                0.90805,                0.80182,                0.62139,                  2.962,                0.55456,                 1.0053,             2.0825e-05,             2.0825e-05,             2.0825e-05
                    127,                0.36708,                0.74022,                0.33181,                0.90975,                 0.9004,                0.88095,                0.92422,                0.83486,                 0.9004,                0.88095,                0.90805,                0.80151,                0.61933,                 2.9638,                0.55706,                 1.0052,              2.004e-05,              2.004e-05,              2.004e-05
                    128,                0.38981,                0.74733,                0.33973,                0.91723,                0.89947,                0.88183,                0.92035,                0.82836,                0.89947,                0.88183,                0.89899,                0.78937,                 0.6465,                 3.0794,                 0.5507,                 1.0562,             1.9254e-05,             1.9254e-05,             1.9254e-05
                    129,                0.34323,                0.69766,                0.33701,                 0.8782,                0.91158,                0.85594,                0.91848,                0.82833,                0.94501,                0.84301,                0.89766,                0.79181,                0.63585,                 3.0698,                0.55344,                 1.0434,             1.8469e-05,             1.8469e-05,             1.8469e-05
