                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.38781,                0.57447,                0.46388,                0.92301,                0.93048,                0.86954,                0.90887,                0.75837,                0.93048,                0.86954,                0.90506,                 0.7492,                0.74473,                 1.3844,                0.70474,                 1.2272,             0.00041041,             0.00041041,             0.00041041
                    110,                0.49513,                0.81837,                0.53454,                 0.9611,                0.90976,                0.88315,                0.92344,                0.78049,                0.90976,                0.88315,                0.91264,                 0.7634,                0.67756,                 3.4166,                0.66229,                 1.1284,             0.00040098,             0.00040098,             0.00040098
                    111,                0.46082,                0.66104,                0.49391,                0.99005,                0.87952,                 0.8613,                0.89725,                0.76847,                0.87952,                 0.8613,                0.88713,                0.74821,                0.65895,                 3.3875,                 0.6596,                  1.115,             0.00039155,             0.00039155,             0.00039155
                    112,                0.42524,                0.70438,                 0.4917,                0.91534,                0.85715,                0.89779,                0.90419,                0.78467,                0.85672,                0.91903,                0.89322,                0.74793,                0.67452,                 3.3523,                0.64227,                 1.1315,             0.00038211,             0.00038211,             0.00038211
                    113,                  0.456,                0.68901,                0.54495,                0.94727,                0.91525,                0.89818,                0.92528,                0.80936,                0.91525,                0.89818,                0.91331,                0.76999,                 0.6746,                 3.3052,                0.63486,                 1.1277,             0.00037268,             0.00037268,             0.00037268
                    114,                0.42557,                0.66328,                0.48328,                0.91622,                0.93273,                0.91227,                0.92772,                0.80114,                0.93273,                0.91227,                0.91519,                  0.776,                0.66093,                 3.2555,                0.63494,                 1.1297,             0.00036325,             0.00036325,             0.00036325
                    115,                0.40526,                0.54036,                0.44293,                0.91377,                 0.9349,                 0.9142,                0.92754,                0.80188,                 0.9349,                 0.9142,                0.91853,                0.78394,                0.66225,                 3.1963,                0.63632,                 1.1257,             0.00035382,             0.00035382,             0.00035382
                    116,                0.45699,                0.78389,                0.54506,                0.94184,                0.93278,                0.90217,                0.92725,                 0.8071,                0.93278,                0.90217,                0.91895,                0.77978,                0.66998,                 3.0387,                0.67061,                  1.125,             0.00034439,             0.00034439,             0.00034439
                    117,                0.39491,                0.65282,                0.49609,                 0.9329,                0.91984,                0.89933,                0.91658,                0.79591,                 0.8993,                0.88404,                 0.8883,                0.77484,                 0.6822,                 3.0551,                0.68614,                 1.1324,             0.00033496,             0.00033496,             0.00033496
                    118,                0.45662,                  1.364,                0.55731,                0.93462,                0.95031,                0.85445,                0.91311,                0.77007,                0.92759,                0.83788,                0.88366,                0.77681,                0.66331,                 3.3059,                 0.6694,                 1.1412,             0.00032553,             0.00032553,             0.00032553
                    119,                0.44492,                0.75108,                0.62694,                0.93583,                 0.9545,                 0.8496,                0.91183,                0.76216,                0.93145,                0.83294,                0.88393,                0.77241,                  0.663,                 3.4628,                0.66668,                 1.1605,             0.00031609,             0.00031609,             0.00031609
                    120,                0.43813,                 0.6323,                0.49243,                0.95861,                0.95837,                0.84813,                0.91009,                0.77363,                0.93518,                0.83146,                0.88273,                0.76702,                0.65829,                 2.9761,                0.63208,                 1.1732,             0.00030666,             0.00030666,             0.00030666
                    121,                0.47467,                0.60033,                0.54121,                0.98973,                0.95899,                0.84825,                0.91293,                0.77917,                 0.9358,                0.83158,                0.88885,                 0.7654,                0.66299,                 3.1359,                0.62592,                 1.1697,             0.00029723,             0.00029723,             0.00029723
                    122,                0.44078,                 0.7114,                0.46557,                  0.935,                0.97134,                0.84167,                0.91309,                0.77309,                0.94646,                  0.825,                0.89393,                0.75958,                0.71871,                 3.3649,                0.68133,                  1.199,              0.0002878,              0.0002878,              0.0002878
                    123,                0.42412,                0.56162,                0.46052,                 0.9201,                0.98159,                 0.8483,                0.94669,                0.77863,                0.95654,                 0.8317,                0.89262,                0.76079,                0.73539,                 3.0401,                0.68653,                 1.2128,             0.00027837,             0.00027837,             0.00027837
                    124,                0.43674,                0.86006,                0.47108,                0.95347,                0.97813,                0.82877,                0.91403,                0.74245,                0.95065,                0.81215,                0.89719,                0.74117,                0.87747,                 2.4175,                0.72351,                 1.3802,             0.00026894,             0.00026894,             0.00026894
                    125,                0.41049,                0.73931,                0.47501,                0.90934,                0.97593,                 0.8309,                0.90419,                0.74709,                0.94891,                0.81424,                0.88206,                0.73203,                0.90617,                 1.6656,                 0.7487,                 1.4508,             0.00025951,             0.00025951,             0.00025951
                    126,                0.45356,                 0.6902,                0.49787,                0.94979,                0.96587,                  0.825,                0.89533,                0.74984,                0.93883,                0.80833,                0.87661,                0.73144,                0.89699,                 1.7462,                0.76337,                 1.4638,             0.00025007,             0.00025007,             0.00025007
                    127,                0.42291,                0.65173,                0.48027,                0.91635,                0.97245,                0.83206,                0.90248,                0.75553,                0.94558,                0.81539,                0.89438,                0.73652,                0.87908,                  2.208,                0.76782,                 1.4196,             0.00024064,             0.00024064,             0.00024064
                    128,                0.42923,                0.66724,                0.43551,                0.93239,                0.97395,                0.83263,                0.91616,                0.75947,                0.88017,                  0.875,                0.90139,                0.74655,                0.85544,                 2.1787,                0.75199,                 1.3722,             0.00023121,             0.00023121,             0.00023121
                    129,                0.38373,                0.63238,                0.45286,                0.89613,                0.88925,                0.90603,                0.91783,                0.78149,                0.88925,                0.90603,                0.90734,                0.75747,                0.83636,                 1.9468,                0.68919,                 1.3279,             0.00022178,             0.00022178,             0.00022178
                    130,                0.40907,                0.76571,                0.46097,                0.94025,                0.94405,                0.85677,                0.91538,                0.79086,                0.88298,                0.90166,                0.90644,                 0.7643,                0.77148,                 1.9192,                0.68478,                 1.2617,             0.00021235,             0.00021235,             0.00021235
                    131,                0.39043,                0.53369,                0.43338,                0.90506,                0.93837,                0.85833,                0.91312,                0.79772,                0.88508,                0.89726,                0.90123,                0.76535,                0.78635,                  2.359,                0.66444,                 1.2693,             0.00020292,             0.00020292,             0.00020292
                    132,                0.38405,                0.57275,                0.42006,                0.91306,                0.93792,                0.84167,                0.91133,                0.77618,                0.89991,                 0.8443,                0.88037,                  0.755,                0.81762,                 3.2134,                0.68612,                 1.2927,             0.00019349,             0.00019349,             0.00019349
                    133,                0.38671,                0.56343,                0.44896,                 0.9091,                0.92309,                0.84392,                0.90852,                0.76149,                0.93125,                  0.825,                0.89587,                0.75764,                0.81944,                 3.3733,                0.69781,                 1.2946,             0.00018406,             0.00018406,             0.00018406
                    134,                0.40608,                0.60775,                0.45611,                0.94175,                0.97294,                0.84989,                0.91775,                0.75703,                0.94806,                 0.8333,                0.90216,                0.76363,                 0.8067,                 3.5708,                0.72773,                 1.2936,             0.00017462,             0.00017462,             0.00017462
                    135,                0.37274,                0.72419,                0.43766,                0.91954,                0.97172,                0.85027,                0.91321,                0.75892,                0.94688,                0.83367,                0.89764,                0.76222,                0.80286,                 3.5397,                0.71858,                 1.2939,             0.00016519,             0.00016519,             0.00016519
                    136,                0.40481,                0.60356,                0.43427,                0.94386,                0.97067,                 0.8482,                0.92075,                 0.7622,                0.94574,                0.83153,                0.89617,                0.76243,                 0.7918,                 3.5192,                0.69292,                 1.2761,             0.00015576,             0.00015576,             0.00015576
                    137,                0.45669,                0.80762,                 0.5565,                0.94872,                0.96893,                0.84837,                0.92182,                 0.7738,                0.89313,                  0.875,                0.89676,                  0.763,                 0.7821,                 3.3292,                0.69124,                 1.2615,             0.00014633,             0.00014633,             0.00014633
                    138,                0.44035,                0.54484,                0.49469,                0.92705,                0.89972,                0.85039,                0.91202,                0.75035,                0.87646,                0.83386,                0.88447,                0.74941,                0.78615,                 3.3449,                0.68578,                 1.2649,              0.0001369,              0.0001369,              0.0001369
                    139,                0.35608,                0.61304,                0.41832,                0.91038,                0.89581,                0.86143,                 0.9128,                0.75354,                0.87371,                0.84485,                0.88473,                0.75102,                0.77758,                 3.3272,                0.67738,                 1.2586,             0.00012747,             0.00012747,             0.00012747
                    140,                 0.3916,                0.61231,                0.42259,                0.93502,                0.82839,                0.88614,                0.90413,                0.77207,                0.91028,                0.78333,                0.87618,                0.76019,                0.74331,                 2.8703,                0.66642,                 1.2258,             0.00011804,             0.00011804,             0.00011804
                    141,                0.30603,                0.45217,                 0.4573,                0.85032,                0.90121,                0.89815,                0.91756,                0.78509,                0.89735,                0.86541,                0.89132,                0.77665,                0.70498,                 2.8671,                0.60905,                 1.1994,              0.0001086,              0.0001086,              0.0001086
                    142,                0.31319,                0.46345,                0.43562,                0.89232,                0.93984,                0.85068,                0.90987,                0.79174,                0.93009,                0.85833,                0.89419,                 0.7773,                0.70037,                 2.9974,                0.58525,                 1.2051,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    143,                0.27421,                0.47327,                0.39742,                0.87736,                 0.9628,                0.85809,                0.91085,                0.78611,                0.94956,                0.85658,                0.89244,                0.77574,                0.69334,                 2.8682,                0.58077,                 1.2161,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    144,                0.29224,                0.42414,                  0.393,                0.86938,                 0.9708,                0.85833,                0.91005,                0.78945,                0.95426,                0.84875,                0.89099,                0.76685,                0.69385,                 2.8697,                0.58115,                 1.2396,              8.031e-05,              8.031e-05,              8.031e-05
                    145,                 0.2858,                0.49744,                0.38729,                0.85097,                0.97576,                0.85833,                0.91361,                0.79101,                0.95524,                0.84448,                0.89084,                0.76666,                0.67769,                 2.8909,                 0.5941,                 1.2225,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    146,                0.26883,                0.45064,                 0.3769,                 0.8632,                0.97683,                0.85599,                0.91186,                0.79194,                0.94896,                0.84255,                0.88956,                0.76648,                0.68291,                 3.1833,                0.58336,                 1.2442,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    147,                0.31056,                0.68176,                0.44176,                0.90961,                0.97475,                0.85394,                0.91287,                0.79171,                0.95007,                0.83765,                0.88833,                0.76392,                0.68635,                 3.1757,                0.57851,                 1.2532,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    148,                0.26703,                0.44845,                0.38775,                0.84833,                0.97342,                0.85341,                0.91385,                0.78694,                0.94869,                0.83704,                0.88799,                0.76146,                0.69187,                 3.1878,                 0.5727,                 1.2654,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    149,                 0.2774,                0.42194,                0.41744,                0.85789,                0.98303,                0.84681,                0.91308,                 0.7877,                0.94858,                  0.837,                0.88736,                 0.7636,                0.69832,                 3.1749,                0.58161,                 1.2669,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    150,                0.32533,                0.60367,                0.54353,                0.89363,                0.98325,                0.84787,                0.91497,                0.79122,                0.95829,                 0.8312,                0.88899,                 0.7691,                0.68621,                 3.1401,                0.57697,                 1.2508,             2.3721e-05,             2.3721e-05,             2.3721e-05
