                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.92593,                 1.9067,                 1.4922,                 1.3136,                0.46738,                0.47778,                0.28481,                0.12301,                0.49589,                0.53611,                0.33016,                0.16656,                 1.7506,                 5.2873,                 2.8118,                 2.3085,             0.00086755,             0.00086755,             0.00086755
                     12,                0.82406,                 1.6005,                 1.3839,                 1.1396,                0.85331,                0.16667,                0.38927,                0.19948,                  0.896,                0.13333,                0.38215,                0.14504,                 1.4135,                 4.7232,                 2.5203,                 1.9653,             0.00094093,             0.00094093,             0.00094093
                     13,                0.83831,                 1.3615,                 1.3617,                 1.1655,                0.54248,                0.59167,                0.61093,                0.37414,                0.55708,                0.61347,                0.56696,                 0.3231,                 1.3235,                   4.59,                 2.3086,                 2.0377,              0.0010132,              0.0010132,              0.0010132
                     14,                0.98952,                 1.7397,                  1.489,                 1.2184,                0.62504,                0.74167,                0.74658,                0.36802,                0.66197,                0.76254,                0.65268,                0.32114,                 1.2808,                 5.8464,                 2.4675,                 2.1254,              0.0010843,              0.0010843,              0.0010843
                     15,                0.95784,                 1.9234,                 1.4547,                 1.1709,                0.67644,                0.79647,                0.78778,                0.50062,                0.79935,                0.64074,                 0.7338,                0.47325,                 1.2377,                 4.9733,                 1.8201,                 2.1156,              0.0011543,              0.0011543,              0.0011543
                     16,                0.86318,                 1.5434,                 1.4159,                  1.222,                0.79746,                0.62702,                0.80376,                0.45837,                0.64998,                0.42955,                0.52311,                0.26854,                  1.444,                 7.3061,                 1.9488,                  2.021,              0.0012232,              0.0012232,              0.0012232
                     17,                0.80785,                   1.48,                 1.3301,                  1.206,                0.48241,                0.65556,                0.65745,                0.40099,                0.55261,                0.36944,                0.50215,                0.22026,                 1.3983,                 9.8803,                 1.7964,                 1.9878,              0.0012781,              0.0012781,              0.0012781
                     18,                 1.0053,                 1.7769,                 1.5286,                   1.36,                0.85307,                0.68333,                0.77294,                0.53679,                0.83192,                0.64167,                0.71906,                 0.4979,                 1.1867,                 4.8112,                 1.6551,                 1.7543,              0.0012687,              0.0012687,              0.0012687
                     19,                0.92813,                 1.5941,                 1.4541,                  1.274,                0.69959,                0.71667,                0.75245,                0.48517,                0.64451,                  0.675,                 0.6808,                0.46655,                 1.1976,                 5.0021,                 1.6712,                 1.7485,              0.0012592,              0.0012592,              0.0012592
                     20,                0.79175,                 1.4769,                 1.1692,                 1.0942,                 0.8439,                0.71381,                0.80411,                0.54214,                0.85051,                0.58444,                0.69654,                0.53774,                 1.1759,                 3.7156,                 1.5707,                 1.6972,              0.0012498,              0.0012498,              0.0012498
                     21,                 0.8176,                 1.3512,                 1.3477,                 1.1564,                0.62672,                0.80833,                0.80283,                0.53521,                0.62114,                0.79167,                0.75326,                0.53277,                 1.1805,                 3.3622,                 1.6258,                 1.6675,              0.0012404,              0.0012404,              0.0012404
                     22,                0.78762,                  1.448,                 1.2737,                 1.0888,                0.71974,                   0.75,                0.76964,                0.50068,                0.70291,                0.73333,                0.74524,                0.54764,                 1.2242,                 3.0997,                 1.7603,                 1.7783,              0.0012309,              0.0012309,              0.0012309
                     23,                0.74161,                 1.3113,                 1.2126,                 1.0742,                0.56318,                0.81667,                0.76379,                0.53462,                0.56318,                0.81667,                0.75802,                0.54184,                 1.1964,                 3.1206,                 1.6502,                 1.7692,              0.0012215,              0.0012215,              0.0012215
                     24,                0.77864,                 1.3014,                 1.1004,                 1.1047,                0.63306,                   0.75,                0.75432,                 0.4501,                0.63306,                   0.75,                0.73729,                0.49203,                 1.6146,                 4.2124,                 1.6147,                 2.2611,              0.0012121,              0.0012121,              0.0012121
                     25,                0.79621,                 1.5387,                 1.1542,                 1.0871,                0.91001,                0.74167,                0.83352,                0.44414,                0.89306,                  0.725,                0.80169,                0.48784,                 1.5989,                 3.7485,                 1.6332,                 2.2045,              0.0012026,              0.0012026,              0.0012026
                     26,                 0.8788,                 1.4243,                 1.2678,                 1.1399,                0.67917,                0.65033,                0.71275,                0.44842,                0.74669,                0.67511,                0.73412,                0.37012,                 1.4088,                 4.0751,                 1.9241,                 1.8987,              0.0011932,              0.0011932,              0.0011932
                     27,                 0.7684,                 1.3278,                 1.0799,                 1.0719,                0.69934,                0.71555,                0.72805,                0.53222,                0.76098,                0.75578,                0.79222,                0.47807,                 1.3439,                 3.8088,                 1.9937,                 1.8241,              0.0011838,              0.0011838,              0.0011838
                     28,                0.80338,                 1.2415,                 1.1434,                 1.1463,                0.68732,                 0.7833,                0.83968,                0.63715,                0.77081,                0.64385,                0.78199,                0.61717,                 1.1077,                  2.718,                 2.0899,                 1.6339,              0.0011744,              0.0011744,              0.0011744
                     29,                0.75006,                 1.3595,                 1.0556,                    1.1,                 0.8615,                0.69842,                0.81866,                 0.6133,                0.73645,                0.77686,                0.79883,                0.62323,                 1.1055,                 2.5419,                 1.8529,                 1.6897,              0.0011649,              0.0011649,              0.0011649
                     30,                0.75877,                 1.3686,                 1.1995,                 1.0924,                0.84956,                0.82105,                 0.8504,                0.60323,                0.84956,                0.82105,                0.84908,                0.65054,                 1.2101,                 3.2341,                   1.59,                 1.7939,              0.0011555,              0.0011555,              0.0011555
                     31,                0.73147,                 1.2335,                 1.0128,                 1.0863,                  0.872,                0.82906,                0.86788,                0.56273,                  0.872,                0.82906,                0.85686,                0.60975,                 1.1229,                 3.8329,                 1.5975,                 1.6372,              0.0011461,              0.0011461,              0.0011461
                     32,                 0.7288,                 1.2032,                 1.0225,                 1.1216,                0.45787,                0.73395,                0.63903,                 0.3501,                0.46353,                0.80129,                0.63384,                0.36796,                 1.5147,                 3.4752,                 2.0615,                 2.1731,              0.0011366,              0.0011366,              0.0011366
                     33,                0.80063,                 1.0822,                 1.0665,                 1.0791,                0.77634,                0.81893,                0.84975,                0.53988,                0.75701,                0.76303,                0.83605,                0.52262,                 1.3498,                 2.8035,                 1.8119,                 1.9075,              0.0011272,              0.0011272,              0.0011272
                     34,                0.83584,                 1.5206,                 1.0739,                 1.1268,                0.80079,                  0.825,                0.83575,                0.61225,                0.80079,                  0.825,                0.83165,                 0.6072,                 1.1959,                 2.3351,                 1.5783,                 1.6008,              0.0011178,              0.0011178,              0.0011178
                     35,                0.77618,                 1.3341,                 1.0037,                  1.116,                0.83693,                0.81148,                0.85314,                 0.6179,                0.83693,                0.81148,                 0.8552,                0.61523,                 1.3445,                 2.5456,                 1.5706,                 1.7337,              0.0011083,              0.0011083,              0.0011083
                     36,                0.74605,                 1.1001,                0.97772,                  1.084,                0.76998,                0.81812,                0.78237,                0.56092,                0.74346,                0.80145,                0.76257,                0.57053,                 1.2802,                 2.6481,                 1.6024,                 1.6663,              0.0010989,              0.0010989,              0.0010989
                     37,                0.82175,                 1.2526,                 1.0357,                 1.1212,                 0.7372,                0.78294,                0.75165,                0.56191,                0.69954,                0.74841,                0.71251,                0.54745,                 1.1642,                 2.5892,                  1.619,                 1.5533,              0.0010895,              0.0010895,              0.0010895
                     38,                0.70192,                 0.9627,                0.95454,                  1.068,                 0.8115,                0.61667,                0.72852,                0.58055,                 0.6617,                0.71667,                0.72313,                0.56402,                0.99448,                 2.4117,                 1.4658,                 1.4134,                0.00108,                0.00108,                0.00108
                     39,                0.64803,                 1.1318,                0.89207,                 1.0581,                0.74379,                0.66667,                0.75296,                0.60564,                0.74379,                0.66667,                0.75751,                0.56475,                0.90354,                 2.4442,                 1.3707,                 1.3518,              0.0010706,              0.0010706,              0.0010706
                     40,                0.76368,                 1.1671,                0.94864,                 1.1031,                0.74615,                0.78509,                0.84051,                0.62085,                 0.7602,                0.80082,                0.85034,                0.61476,                0.93113,                 2.4943,                 1.3708,                 1.3443,              0.0010612,              0.0010612,              0.0010612
                     41,                0.83135,                 1.8054,                 1.2345,                 1.1892,                0.76375,                0.82361,                0.83019,                0.66545,                0.78054,                0.83958,                0.85019,                0.66156,                0.88471,                 2.4702,                 1.2448,                 1.2894,              0.0010517,              0.0010517,              0.0010517
                     42,                0.64468,                0.93522,                0.86695,                 1.0154,                0.74095,                0.77449,                 0.8163,                0.57514,                0.76073,                 0.7899,                0.84215,                0.57641,                0.94505,                 2.3468,                 1.2915,                 1.3688,              0.0010423,              0.0010423,              0.0010423
                     43,                0.71692,                 1.1297,                0.92105,                 1.0417,                0.76853,                 0.8049,                 0.8259,                0.56666,                0.78733,                0.82131,                0.83935,                0.57576,                0.99883,                 2.2817,                 1.2867,                 1.3956,              0.0010329,              0.0010329,              0.0010329
                     44,                0.70557,                 1.1191,                0.93853,                 1.1113,                0.76389,                0.79282,                0.83007,                0.60134,                0.74343,                0.77616,                  0.801,                0.58831,                 1.1029,                 3.1501,                 1.1608,                 1.5007,              0.0010234,              0.0010234,              0.0010234
                     45,                0.62232,                 1.0137,                0.83722,                  1.007,                0.81858,                0.71667,                0.83183,                0.60095,                0.83262,                0.64827,                0.77641,                0.57539,                 1.1026,                 3.0765,                 1.2013,                 1.5043,               0.001014,               0.001014,               0.001014
                     46,                0.68574,                 1.0688,                0.84209,                 1.0319,                0.82646,                  0.675,                 0.7519,                0.59426,                0.84155,                0.68889,                0.74678,                0.52464,                 1.0059,                  2.565,                 1.2847,                 1.3718,              0.0010046,              0.0010046,              0.0010046
                     47,                0.67959,                 1.0636,                0.87669,                 1.0584,                 0.8368,                  0.675,                0.80698,                0.63703,                 0.8368,                  0.675,                0.79343,                0.55241,                 1.0211,                 3.3201,                 1.1547,                 1.4417,             0.00099516,             0.00099516,             0.00099516
                     48,                 0.6954,                 1.1109,                0.95515,                 1.0326,                0.81822,                0.83209,                0.84829,                 0.6743,                0.81822,                0.83209,                0.84742,                0.62178,                 0.9763,                 3.9657,                 1.1398,                 1.4258,             0.00098572,             0.00098572,             0.00098572
                     49,                0.67522,                 1.2518,                 0.8482,                 1.0263,                0.87349,                0.74637,                0.85064,                 0.6961,                0.87349,                0.74637,                0.85011,                0.62894,                0.98126,                 3.9137,                 1.0994,                 1.4102,             0.00097629,             0.00097629,             0.00097629
                     50,                0.56857,                 0.9512,                0.77436,                0.98775,                0.94157,                0.84837,                0.92211,                0.74771,                0.94157,                0.84837,                0.92503,                0.70205,                 0.9377,                  3.487,                 1.0504,                 1.3473,             0.00096686,             0.00096686,             0.00096686
                     51,                0.56677,                0.82923,                0.76196,                0.97369,                0.90578,                0.86581,                0.92279,                0.73458,                0.90578,                0.86581,                0.91584,                0.70911,                0.92785,                 3.5382,                0.99813,                  1.367,             0.00095743,             0.00095743,             0.00095743
                     52,                0.62772,                0.87133,                 0.8407,                 1.0266,                0.87778,                 0.8037,                0.87849,                0.66101,                0.84884,                0.78742,                0.84353,                 0.6481,                 1.0599,                 4.0576,                  1.051,                 1.5311,               0.000948,               0.000948,               0.000948
                     53,                 0.6307,                0.98425,                0.78395,                0.99806,                0.93623,                0.78023,                0.87224,                0.59873,                0.90747,                0.76362,                0.86692,                0.61935,                 1.1212,                 3.9612,                 1.1441,                 1.5639,             0.00093857,             0.00093857,             0.00093857
                     54,                0.55665,                0.87147,                0.78517,                0.99572,                0.95295,                0.81509,                0.88628,                0.63734,                0.92897,                0.79842,                 0.8842,                0.64675,                 1.0369,                 3.3124,                 1.1701,                 1.4164,             0.00092914,             0.00092914,             0.00092914
                     55,                0.71007,                 1.0883,                0.79752,                 1.0733,                 0.9117,                0.86377,                0.89256,                 0.6636,                0.88993,                 0.8471,                0.88647,                 0.6372,                0.97975,                 3.4658,                 1.1878,                  1.385,              0.0009197,              0.0009197,              0.0009197
                     56,                0.59309,                0.92246,                0.78836,                0.99613,                0.95702,                0.85833,                0.88971,                0.71211,                 0.9325,                0.84167,                0.86058,                 0.6746,                0.96078,                 1.9471,                 1.0563,                 1.4532,             0.00091027,             0.00091027,             0.00091027
                     57,                0.57885,                 1.0231,                0.76968,                0.99254,                0.95598,                0.86825,                0.89591,                0.74702,                0.93312,                0.85158,                0.85892,                0.70544,                0.99322,                 1.8893,                0.94174,                 1.5091,             0.00090084,             0.00090084,             0.00090084
                     58,                 0.6691,                 1.2575,                0.84918,                  1.119,                0.79452,                0.89875,                0.88479,                0.73602,                0.79452,                0.89875,                0.88475,                0.75265,                0.93405,                 1.5216,                 1.0975,                 1.3603,             0.00089141,             0.00089141,             0.00089141
                     59,                0.81695,                 1.7823,                 1.1065,                  1.226,                0.80511,                0.88333,                0.86061,                0.68516,                0.80511,                0.88333,                0.85784,                0.72483,                 0.9678,                 1.5723,                 1.1375,                 1.3574,             0.00088198,             0.00088198,             0.00088198
                     60,                0.64781,                 1.0022,                0.79156,                 1.0294,                0.89534,                0.81495,                0.87606,                0.68496,                0.89534,                0.81495,                0.86419,                0.71726,                0.89502,                 2.1566,                 1.0097,                 1.2746,             0.00087255,             0.00087255,             0.00087255
                     61,                0.60153,                0.91209,                0.72135,                 1.0442,                0.91153,                0.86939,                0.91939,                0.74086,                0.92034,                0.84126,                0.88473,                0.74589,                0.85431,                 2.9911,                0.96472,                 1.2528,             0.00086312,             0.00086312,             0.00086312
                     62,                0.61565,                0.97767,                  0.756,                 1.0165,                0.94699,                0.80833,                 0.9316,                0.69229,                0.94699,                0.80833,                0.87094,                0.67656,                0.99124,                 3.4379,                 1.0058,                  1.347,             0.00085368,             0.00085368,             0.00085368
                     63,                0.56917,                0.79339,                0.68358,                0.99289,                 0.9429,                0.83608,                0.92456,                0.65964,                 0.9429,                0.83608,                0.87592,                0.65499,                  1.042,                 3.5048,                 1.0111,                  1.446,             0.00084425,             0.00084425,             0.00084425
                     64,                0.59442,                 0.8978,                0.69906,                0.98268,                0.92086,                0.85833,                0.91767,                0.66505,                 0.8976,                0.84167,                 0.8686,                0.66665,                 1.0282,                 3.6579,                0.92468,                 1.5272,             0.00083482,             0.00083482,             0.00083482
                     65,                0.64765,                 0.9819,                 0.8776,                 1.0261,                 0.8128,                0.80069,                0.87579,                0.65082,                0.80937,                  0.825,                0.85374,                0.66384,                 1.0765,                 3.5259,                 1.0156,                 1.5834,             0.00082539,             0.00082539,             0.00082539
                     66,                0.56273,                0.91916,                0.69316,                0.96369,                0.76859,                0.83587,                0.88388,                0.65418,                 0.7416,                 0.8039,                0.85374,                0.65816,                 1.0358,                  3.271,                   1.09,                 1.5043,             0.00081596,             0.00081596,             0.00081596
                     67,                0.56697,                0.90765,                0.70263,                0.97925,                0.86513,                 0.8314,                0.91075,                0.68873,                0.84746,                0.81565,                0.87305,                0.68312,                 1.0153,                 3.3091,                 1.0022,                 1.4537,             0.00080653,             0.00080653,             0.00080653
                     68,                0.57887,                0.85671,                0.81346,                0.98936,                0.89413,                0.82915,                0.91178,                0.73489,                0.89413,                0.82915,                0.89382,                0.73414,                0.89113,                 3.3855,                0.89428,                  1.368,              0.0007971,              0.0007971,              0.0007971
                     69,                0.53184,                0.88437,                0.61981,                0.94988,                0.84327,                0.86157,                0.90621,                0.72802,                0.84327,                0.86157,                0.89193,                 0.7293,                0.91212,                 3.2033,                0.87098,                 1.3964,             0.00078766,             0.00078766,             0.00078766
                     70,                0.63411,                0.91334,                0.70053,                 1.0241,                0.94054,                0.84088,                0.95686,                0.77595,                0.91583,                0.82466,                0.88669,                0.74663,                0.85996,                 2.8243,                0.94443,                 1.2989,             0.00077823,             0.00077823,             0.00077823
                     71,                 0.6173,                0.99982,                0.75323,                 1.0072,                0.91467,                 0.8368,                0.91877,                0.75169,                 0.8902,                0.82046,                0.89257,                0.74842,                0.84504,                 3.1145,                0.88979,                  1.274,              0.0007688,              0.0007688,              0.0007688
                     72,                0.52047,                0.77896,                0.62203,                0.97913,                0.91641,                0.89137,                 0.9151,                0.75523,                0.91641,                0.89137,                0.90701,                0.75456,                0.83491,                 2.7743,                0.79133,                 1.2068,             0.00075937,             0.00075937,             0.00075937
                     73,                0.62808,                0.82805,                0.67775,                  1.021,                0.91694,                0.89167,                0.92648,                0.76567,                0.93592,                0.90833,                0.93628,                0.75825,                0.85556,                 2.7768,                0.77482,                  1.229,             0.00074994,             0.00074994,             0.00074994
                     74,                0.53665,                0.84481,                0.65221,                0.95359,                0.91514,                0.88811,                0.92001,                0.77465,                0.91514,                0.88811,                0.91813,                0.78207,                0.84116,                 2.8838,                0.77499,                 1.2451,             0.00074051,             0.00074051,             0.00074051
                     75,                0.62034,                0.93359,                0.72325,                 1.0387,                0.90073,                0.88152,                0.91472,                0.74636,                0.90073,                0.88152,                0.91228,                0.75357,                0.82308,                 3.1755,                0.75315,                 1.2357,             0.00073108,             0.00073108,             0.00073108
                     76,                0.56955,                0.95646,                0.67142,                 1.0122,                0.93635,                0.86315,                0.91432,                0.74855,                0.93635,                0.86315,                0.90927,                0.74185,                0.85715,                 3.7473,                0.76633,                 1.3097,             0.00072164,             0.00072164,             0.00072164
                     77,                 0.5315,                0.72556,                 0.5888,                0.97216,                0.95865,                0.83556,                0.91099,                0.72383,                0.95865,                0.83556,                0.91575,                0.74857,                0.89865,                 3.7863,                0.78698,                 1.3795,             0.00071221,             0.00071221,             0.00071221
                     78,                0.55473,                 0.7967,                0.65051,                0.98593,                0.94712,                0.85761,                0.91544,                 0.7269,                0.94712,                0.85761,                0.90561,                0.73518,                0.92566,                 3.2931,                0.77365,                 1.4207,             0.00070278,             0.00070278,             0.00070278
                     79,                0.55883,                0.87986,                0.69885,                0.99385,                 0.9657,                0.78573,                0.91075,                0.70981,                 0.9657,                0.78573,                0.90082,                0.72701,                0.89657,                 2.6412,                0.82884,                 1.4018,             0.00069335,             0.00069335,             0.00069335
                     80,                0.51615,                 1.0213,                0.63269,                0.96577,                0.96653,                0.77966,                0.92253,                0.73297,                0.96653,                0.77966,                0.91415,                0.74851,                0.80796,                 2.1846,                0.79913,                 1.2854,             0.00068392,             0.00068392,             0.00068392
                     81,                0.58205,                0.77117,                0.70824,                0.97329,                0.87981,                 0.8447,                0.91985,                0.72319,                0.87981,                 0.8447,                0.91117,                0.74679,                0.82911,                 1.7281,                0.78367,                 1.2719,             0.00067449,             0.00067449,             0.00067449
                     82,                0.51659,                0.76197,                 0.6307,                0.96447,                0.94315,                0.78588,                0.93057,                0.71427,                0.94315,                0.78588,                0.88953,                0.72221,                0.83436,                 1.6748,                0.79211,                 1.2847,             0.00066506,             0.00066506,             0.00066506
                     83,                0.52913,                0.81171,                0.60522,                0.97852,                0.91729,                0.79026,                0.89156,                0.73081,                0.91729,                0.79026,                0.88906,                0.71252,                0.82953,                 2.3036,                0.78443,                 1.3052,             0.00065563,             0.00065563,             0.00065563
                     84,                 0.5052,                0.75036,                0.63363,                0.96121,                 0.9025,                0.86478,                0.93129,                  0.736,                0.88014,                0.84887,                0.88437,                0.73827,                0.85192,                 1.7804,                0.78839,                 1.3198,             0.00064619,             0.00064619,             0.00064619
                     85,                0.56367,                0.76861,                0.62342,                0.97915,                0.91513,                0.86582,                0.94283,                0.74698,                0.89505,                0.84915,                0.88243,                0.73377,                0.85192,                 1.9828,                0.77551,                 1.3248,             0.00063676,             0.00063676,             0.00063676
                     86,                0.53009,                0.81985,                 0.9135,                0.93348,                0.81767,                0.88476,                0.93604,                  0.768,                0.80265,                 0.8334,                0.87574,                0.71917,                0.87406,                 2.0376,                 0.8118,                 1.3821,             0.00062733,             0.00062733,             0.00062733
                     87,                0.56536,                0.80511,                0.63408,                0.99009,                0.80905,                0.81933,                0.89952,                0.75523,                 0.7922,                0.80266,                0.86985,                 0.7223,                0.90243,                 2.8736,                0.78103,                 1.4438,              0.0006179,              0.0006179,              0.0006179
                     88,                0.53165,                0.78063,                0.62314,                0.98887,                0.86141,                0.81477,                0.88693,                0.73064,                0.84443,                0.79811,                0.85907,                0.71098,                0.88302,                 3.2835,                0.86904,                 1.4039,             0.00060847,             0.00060847,             0.00060847
                     89,                 0.4919,                0.88275,                0.55056,                0.93822,                0.87171,                0.81667,                0.88741,                0.72738,                0.85315,                    0.8,                0.85619,                0.72477,                0.91532,                 3.0265,                0.93185,                 1.3682,             0.00059904,             0.00059904,             0.00059904
                     90,                 0.4813,                0.72587,                0.55308,                0.93509,                0.90512,                0.83239,                0.90236,                0.77361,                0.88516,                0.81594,                 0.8728,                0.74108,                0.84902,                 3.2975,                0.88726,                 1.2027,             0.00058961,             0.00058961,             0.00058961
                     91,                0.52771,                0.84168,                0.57804,                0.95489,                0.89285,                0.87621,                0.90671,                 0.7616,                0.87531,                0.85968,                0.88228,                0.72714,                0.86828,                 3.6097,                0.85373,                 1.1909,             0.00058017,             0.00058017,             0.00058017
                     92,                0.53034,                 0.6996,                0.57608,                0.96583,                 0.8508,                   0.85,                0.91038,                0.75503,                 0.8508,                   0.85,                0.91153,                0.72632,                0.74382,                  3.956,                 0.8175,                 1.0905,             0.00057074,             0.00057074,             0.00057074
                     93,                0.45417,                0.70626,                0.54486,                0.93614,                0.89578,                0.85833,                0.90517,                0.76843,                0.89578,                0.85833,                0.90794,                0.72608,                0.71195,                 3.9578,                0.75574,                 1.0829,             0.00056131,             0.00056131,             0.00056131
                     94,                0.47997,                0.65162,                0.55092,                0.95897,                0.96968,                0.80805,                0.90724,                0.73667,                0.96968,                0.80805,                0.91723,                0.75216,                0.77596,                 1.3555,                0.72718,                 1.1434,             0.00055188,             0.00055188,             0.00055188
                     95,                0.43306,                 0.6758,                0.55621,                0.94986,                0.87435,                  0.875,                0.90131,                0.75139,                0.87435,                  0.875,                0.91392,                0.74288,                0.78772,                 1.4644,                0.71784,                 1.1676,             0.00054245,             0.00054245,             0.00054245
                     96,                0.49223,                0.73508,                0.55567,                0.97872,                0.91221,                0.87081,                0.90454,                0.74075,                0.91221,                0.87081,                0.91569,                0.73161,                0.84034,                 1.8362,                0.69372,                 1.2535,             0.00053302,             0.00053302,             0.00053302
                     97,                0.45035,                0.75483,                0.52973,                0.93433,                0.96193,                0.85263,                0.89873,                0.76091,                0.95431,                0.85605,                0.91943,                0.73062,                0.84732,                 1.8261,                0.69066,                  1.269,             0.00052359,             0.00052359,             0.00052359
                     98,                0.48387,                 0.7571,                0.58014,                0.96187,                0.93022,                 0.8467,                   0.91,                0.73879,                0.95381,                0.86326,                0.94704,                0.72535,                0.82191,                 2.5715,                0.74618,                 1.2891,             0.00051415,             0.00051415,             0.00051415
                     99,                  0.444,                0.67998,                0.51125,                0.93539,                0.94783,                0.89167,                0.91779,                0.74726,                0.93736,                0.89167,                0.93728,                0.72166,                0.84228,                  2.291,                0.75614,                 1.3249,             0.00050472,             0.00050472,             0.00050472
                    100,                0.46625,                0.73463,                0.52444,                0.94493,                0.91558,                0.89167,                0.90913,                 0.7565,                0.91558,                0.89167,                0.90913,                0.73094,                0.78505,                  2.177,                0.74987,                 1.2616,             0.00049529,             0.00049529,             0.00049529
                    101,                0.44948,                0.70671,                0.51489,                0.94334,                0.94098,                0.88647,                0.91076,                0.76226,                0.94098,                0.88647,                0.90699,                 0.7321,                0.74829,                 3.1315,                0.72497,                 1.2046,             0.00048586,             0.00048586,             0.00048586
                    102,                0.43449,                0.70556,                0.49465,                0.93121,                 0.9551,                0.86235,                0.90267,                0.75196,                 0.9551,                0.86235,                0.90188,                0.73475,                0.81967,                 3.0904,                0.70395,                 1.2946,             0.00047643,             0.00047643,             0.00047643
                    103,                0.47207,                0.75943,                 0.5291,                0.92969,                0.95537,                0.85654,                0.90213,                0.74909,                0.93275,                0.84035,                0.87766,                  0.751,                0.83043,                 2.8758,                0.70436,                 1.3112,               0.000467,               0.000467,               0.000467
                    104,                0.43093,                0.66532,                0.48948,                0.93679,                0.91958,                0.89167,                0.90665,                0.72737,                0.89959,                  0.875,                0.88212,                0.72506,                0.86132,                 2.4335,                0.69739,                 1.3607,             0.00045757,             0.00045757,             0.00045757
                    105,                0.44018,                0.67987,                0.50008,                0.93019,                0.98421,                0.83841,                0.90342,                0.71517,                0.89699,                0.85833,                  0.882,                0.72036,                0.86259,                 2.3403,                0.69433,                  1.361,             0.00044813,             0.00044813,             0.00044813
                    106,                0.44797,                0.58782,                0.47564,                0.91112,                 0.9411,                0.87881,                0.90232,                0.75488,                0.91959,                 0.8628,                0.88274,                0.75242,                0.79932,                  1.899,                0.66528,                 1.2645,              0.0004387,              0.0004387,              0.0004387
                    107,                0.53143,                0.90745,                0.67945,                0.99692,                0.95054,                0.87832,                0.90574,                0.75331,                0.95054,                0.87832,                  0.906,                0.74924,                0.76283,                 1.5702,                 0.6534,                 1.2436,             0.00042927,             0.00042927,             0.00042927
                    108,                0.44052,                0.62708,                0.47631,                0.93353,                0.94278,                  0.875,                0.90157,                 0.7566,                0.94278,                  0.875,                0.90731,                0.75148,                0.73904,                 1.3988,                0.67592,                 1.2253,             0.00041984,             0.00041984,             0.00041984
